ids,Pregunta,Respuesta,Metadata
283,"¿Puedo renovar mi seguro, antes que se venza?","Pensando en su protección, algunos de nuestros seguros incluyen la opcion de renovacion automatica, lo que significa que se renuevan sin que tenga que hacer nada. Si desea mas informacion o necesita ayuda con el proceso de renovacion, no dude en comunicarse con un asesor al #322 opción 4 - Atención general.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
284,¿Puedo cambiar la vigencia de mi poliza?,"Una vez que la poliza esta emitida, no es posible modificar su vigencia. Para obtener mas informacion o si necesita ayuda por favor comuniquese con un asesor llamando al #322.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
285,¿Verificar la inscripcion de la cuenta.,"¡Verificar que su cuenta bancaria quedo inscrita, es super facil! Solo siga estos pasos:

1. Ingrese al portal de Acceso Clientes https://clientes.segurosbolivar.com/login.
2. Dirijase a Mi Perfil y en la parte inferior seleccione Metodo de Pago para Reembolsos.
3. Ahi podra ver los detalles de la cuenta inscrita.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
286,¿Como se que quedo inscrita mi cuenta?,"¡Verificar que su cuenta bancaria quedo inscrita, es super facil! Solo siga estos pasos:

1. Ingrese al portal de Acceso Clientes https://clientes.segurosbolivar.com/login.
2. Dirijase a Mi Perfil y en la parte inferior seleccione Metodo de Pago para Reembolsos.
3. Ahi podra ver los detalles de la cuenta inscrita.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
287,¿Mis beneficiarios pueden descargar el carne?,"Para ver y/o descargar el carne de su Seguro de Salud y el de sus beneficiarios, por favor siga estos pasos:

1. Ingrese al portal de Acceso a Clientes https://clientes.segurosbolivar.com/login
2. En la pagina de inicio, encontrara sus seguros vigentes.
3. Haga clic en Ver detalle en su Seguro de Salud.
4. Luego, haga clic en Carne digital.

Alli podra ver su carne y los de sus beneficiarios, todo en un solo lugar.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
288,¿Como descargar el carne de salud de mis beneficiarios?,"Para ver y/o descargar el carne de su Seguro de Salud y el de sus beneficiarios, por favor siga estos pasos:

1. Ingrese al portal de Acceso a Clientes https://clientes.segurosbolivar.com/login
2. En la pagina de inicio, encontrara sus seguros vigentes.
3. Haga clic en Ver detalle en su Seguro de Salud.
4. Luego, haga clic en Carne digital.

Alli podra ver su carne y los de sus beneficiarios, todo en un solo lugar.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
289,¿Como descargar el carne medico de mis beneficiarios?,"Para ver y/o descargar el carne de su Seguro de Salud y el de sus beneficiarios, por favor siga estos pasos:

1. Ingrese al portal de Acceso a Clientes https://clientes.segurosbolivar.com/login
2. En la pagina de inicio, encontrara sus seguros vigentes.
3. Haga clic en Ver detalle en su Seguro de Salud.
4. Luego, haga clic en Carne digital.

Alli podra ver su carne y los de sus beneficiarios, todo en un solo lugar.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
290,¿Inclusion beneficiario en una poliza.,"Para agregar, modificar, añadir, cambiar o actualizar los beneficiarios de su seguro, solo necesita enviar una carta con firma y huella del titular al correo servicioalcliente@segurosbolivar.com. 
En la carta asegurese de incluir el nombre completo de los beneficiarios, tipo y número de documento, parentesco y porcentaje. 

Una vez enviada la carta, le daremos respuesta en 3 a 5 días habiles.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
291,¿Como incluir un beneficiario en una poliza?,"Para agregar, modificar, añadir, cambiar o actualizar los beneficiarios de su seguro, solo necesita enviar una carta con firma y huella del titular al correo servicioalcliente@segurosbolivar.com. 
En la carta asegurese de incluir el nombre completo de los beneficiarios, tipo y número de documento, parentesco y porcentaje. 

Una vez enviada la carta, le daremos respuesta en 3 a 5 días habiles.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
292,"¿Como agregar un beneficiario a mi seguro? Agregar, modificar, añadir, cambiar, actualizar beneficiarios a una poliza,","Para agregar, modificar, añadir, cambiar o actualizar los beneficiarios de su seguro, solo necesita enviar una carta con firma y huella del titular al correo servicioalcliente@segurosbolivar.com. 
En la carta asegurese de incluir el nombre completo de los beneficiarios, tipo y número de documento, parentesco y porcentaje. 

Una vez enviada la carta, le daremos respuesta en 3 a 5 días habiles.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
293,¿Que debo hacer para modificar mis beneficiarios?,"Para agregar, modificar, añadir, cambiar o actualizar los beneficiarios de su seguro, solo necesita enviar una carta con firma y huella del titular al correo servicioalcliente@segurosbolivar.com. 
En la carta asegurese de incluir el nombre completo de los beneficiarios, tipo y número de documento, parentesco y porcentaje. 

Una vez enviada la carta, le daremos respuesta en 3 a 5 días habiles.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
294,"¿Como puedo solicitar una asistencia para mi casa, hogar, vivienda? Asistencias hogar: Plomeria, Cerrajeria en hogar, Vidrios, Desastres naturales.","Puede pedir asistencia para su hogar directamente a traves de nuestro WhatsApp [3223322322](https://wa.link/2gsvmz), en la app 'Bolivar Conmigo' o llamando al #322.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
295,¿Como saber si mi siniestro ya fue reportado? Reporte de incidente. Reporte de siniestro.,"Puede confirmar si su siniestro fue reportado directamente a traves de nuestro WhatsApp [3223322322](https://wa.link/2gsvmz), en la app 'Bolivar Conmigo' o llamando al #322.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
296,¿Como solicitar un examen de laboratorio con mi poliza de salud?,"Agendar una cita o un servicio de salud, es así de facil:
1. Ingrese a Acceso a Clientes dando clic en el enlace: https://clientes.segurosbolivar.com/login
2. Dentro del portal, en el inicio, dirijase a las Acciones rápidas y de clic en la opción de Citas médicas.
3. Aquí ya podrá elegir el tipo de servicio que necesita, fecha y hora de la cita, confirmar algunos datos y ¡listo! Así de facil es agendar una cita o un servicio médico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
297,¿Como solicitar una cita medica con mi poliza de salud?,"Agendar una cita o un servicio de salud, es así de facil:
1. Ingrese a Acceso a Clientes dando clic en el enlace: https://clientes.segurosbolivar.com/login
2. Dentro del portal, en el inicio, dirijase a las Acciones rápidas y de clic en la opción de Citas médicas.
3. Aquí ya podrá elegir el tipo de servicio que necesita, fecha y hora de la cita, confirmar algunos datos y ¡listo! Así de facil es agendar una cita o un servicio médico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
298,¿Como solicitar un examen de diagnostico con mi poliza de salud?,"Agendar una cita o un servicio de salud, es así de facil:
1. Ingrese a Acceso a Clientes dando clic en el enlace: https://clientes.segurosbolivar.com/login
2. Dentro del portal, en el inicio, dirijase a las Acciones rápidas y de clic en la opción de Citas médicas.
3. Aquí ya podrá elegir el tipo de servicio que necesita, fecha y hora de la cita, confirmar algunos datos y ¡listo! Así de facil es agendar una cita o un servicio médico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
299,¿Como puedo obtener las copias de las renovaciones de mis polizas que no pude descargar de la pagina web?,En nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamando al #322 puede solicitar este documento.,"{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
300,¿No me responden sobre mi reclamacion. Solicite una indemnizacion y no he recibido respuesta. Como hacerle seguimiento a mi reclamacion,A traves de nuestro WhatsApp oficial [3223322322](https://wa.link/2gsvmz) o comunicandose al #322.,"{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
301,"¿Como puedo verificar una aprobacion de seguro que no autorice?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
302,"¿Como puedo acceder a la aplicacion para hacer seguimiento de mi salud fisica y mental relacionada con mi seguro?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
303,"¿Que debo hacer si mi poliza de seguro esta anulada por falta de pago?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
304,"¿Como puedo notificar el fallecimiento de un familiar a una entidad bancaria?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
305,"¿Como puedo obtener la referencia de mi poliza de seguro de moto?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
306,"¿Como puedo obtener una copia del contrato de arrendamiento del local en el año 2014?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
307,"¿Como puedo comunicarme con el area encargada para solicitar la copia del contrato de arrendamiento?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
308,"¿El SOAT puede ayudarme en caso de necesitar asistencia con la grua?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
309,"¿Que planes y ofertas tienen disponibles para mi, que estuve afiliada anteriormente con ustedes en el tema de la salud?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
310,"¿Cual es el estado de mi solicitud de derecho de peticion para el seguro de Davivienda por incapacidad de mi mama?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
311,"¿Cuando recibire la respuesta al derecho de peticion que envie el seis de diciembre?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
312,"¿Como puedo comunicarme con la subgerencia de prevencion o cuidado del trabajo?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
313,"¿Puedo realizar los pagos de mi seguro a traves de otra cuenta bancaria que no sea Daviplata?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
314,"¿Como puedo confirmar si se realizo el pago a la persona correspondiente por la capacitacion que cubri?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
315,"¿Como adquiero una poliza de arrendamiento con ustedes?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
316,"¿Como puedo comunicarme con el Libertador para obtener la poliza de arrendamiento?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
317,"¿Como puedo solicitar una cotizacion de seguro de vida con Soluciones de Seguros Vivar?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
318,"¿Como puedo verificar el estado de mi incapacidad por cirugia?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
319,"¿Por que me piden nuevamente los mismos documentos que ya envie al servicio al cliente?,","¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
320,¿Que sanciones se aplican si el arrendatario se va antes de tiempo?,"¡Lo siento! Aun estoy aprendiendo y no cuento con la informacion que necesita.
Por favor, escribanos a nuestro WhatsApp dando clic aqui: [3223322322](https://wa.link/2gsvmz) o llamenos al #322 para resolver sus dudas.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb"",""ac""]}"
321,"¿Como descargo una certificacion para respaldar un credito bancario?,","Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
322,"¿De que manera puedo obtener una certificacion para avalar un credito bancario?,","Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
323,"¿Como puedo conseguir una certificacion para respaldar un prestamo en el banco?,","Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
324,"¿Cual es el procedimiento para descargar una certificacion que respalde un credito bancario?,","Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
325,"¿Como obtengo una certificacion para apoyar mi solicitud de credito bancario?,","Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
326,¿Que debo hacer para descargar una certificacion que necesito para un credito bancario?,"Para descargar una certificacion que respalde un credito bancario siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para respaldar un credito bancario'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
327,¿Como descargo una certificacion con las caracteristicas de mi seguro?,"Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
328,¿De que manera puedo obtener una certificacion con las caracteristicas de mi seguro?,"Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
329,"¿Como puedo conseguir una certificacion con las caracteristicas de mi seguro?,","Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
330,"¿Cual es el procedimiento para descargar una certificacion con las caracteristicas de mi seguro?,","Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
331,"¿Que pasos debo seguir para descargar una certificacion con las caracteristicas de mi seguro?,","Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
332,"¿Como puedo generar una certificacion con las caracteristicas de mi seguro?,","Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
333,¿Como se obtiene una certificacion con las caracteristicas de mi seguro?,"Para descargar una certificacion con las caracteristicas de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para conocer las caracteristicas de sus polizas'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
334,¿Como descargo una certificacion para reclamaciones y usos de mi seguro?,"Para descargar una certificacion con la que pueda realizar reclamaciones y conocer los usos de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para reclamaciones y usos de sus seguros'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
335,¿Como obtengo una certificacion para reclamaciones y usos de mi seguro?,"Para descargar una certificacion con la que pueda realizar reclamaciones y conocer los usos de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para reclamaciones y usos de sus seguros'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
336,¿De que manera puedo descargar una certificacion para los usos y reclamaciones de mi seguro?,"Para descargar una certificacion con la que pueda realizar reclamaciones y conocer los usos de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para reclamaciones y usos de sus seguros'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
337,"¿Como puedo acceder a una certificacion para realizar reclamaciones con mi seguro?,","Para descargar una certificacion con la que pueda realizar reclamaciones y conocer los usos de su seguro, siga estos pasos:
1. Acceda al portal de Acceso a Clientes, dando clic en el siguiente enlace: https://clientes.segurosbolivar.com/login.
2. Dirijase a la seccion 'Mis certificaciones' y alli en el filtro de '¿Para que necesita su certificacion?' elija una opcion 'Para reclamaciones y usos de sus seguros'.
3. Luego en el filtro 'Seleccione el producto a certificar' elija el seguro del cual necesita la certificacion.
4. En la parte inferior, podra visualizar los seguros de los cuales puede descargar su certificacion. Elija el de su preferencia y ¡eso es todo! Ahora puede descargar el certificado en PDF, visualizarlo o enviarlo por correo electronico.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
